#Name (cmd = mergePeaks pr.pd_hipp_gba1_vs_lrk/bg.clean.pos pr.pd_hipp_gba1_vs_lrk/target.clean..pos -d 200 -cobound 1 -prefix pr.pd_hipp_gba1_vs_lrk/0.499864938742579.2.tmp)	chr	start	end	strand	stat	stat2	pr.pd_hipp_gba1_vs_lrk/target.clean..pos
BG51062	chr10	132641531	132641743	+	0.000	0.000	4035
BG51065	chr10	132646695	132646918	+	0.000	0.000	4036
BG16735	chr1	111849215	111849414	+	0.000	0.000	1627
BG51077	chr10	132677648	132677847	+	0.000	0.000	4037
BG16744	chr1	111874438	111875064	+	0.000	0.000	1628
BG16747	chr1	111876275	111876474	+	0.000	0.000	1629
BG51083	chr10	132698244	132698443	+	0.000	0.000	4038
BG51084	chr10	132698445	132698654	+	0.000	0.000	4039
BG51090	chr10	132707823	132708809	+	0.000	0.000	4040
BG51096	chr10	132727763	132727962	+	0.000	0.000	4041
BG16763	chr1	111929783	111930129	+	0.000	0.000	1630
BG16764	chr1	111930326	111930548	+	0.000	0.000	1631
BG16789	chr1	112007360	112007559	+	0.000	0.000	1632
BG16791	chr1	112011301	112011567	+	0.000	0.000	1633
BG16793	chr1	112033840	112034039	+	0.000	0.000	1634
BG16794	chr1	112034071	112034270	+	0.000	0.000	1635
BG51100	chr10	132737972	132738191	+	0.000	0.000	4042
BG51101	chr10	132738193	132739212	+	0.000	0.000	4043
BG51109	chr10	132763112	132763561	+	0.000	0.000	4044
BG51121	chr10	132784301	132784500	+	0.000	0.000	4045
BG51122	chr10	132784506	132784705	+	0.000	0.000	4046
BG51123	chr10	132785437	132785815	+	0.000	0.000	4047
BG51124	chr10	132786108	132786390	+	0.000	0.000	4048
BG51125	chr10	132786408	132788672	+	0.000	0.000	4049
BG51132	chr10	132932366	132933533	+	0.000	0.000	4050
BG51133	chr10	132938587	132938786	+	0.000	0.000	4051
BG16804	chr1	112145085	112145292	+	0.000	0.000	1636
BG51139	chr10	132961486	132962930	+	0.000	0.000	4052
BG16813	chr1	112177239	112177900	+	0.000	0.000	1637
BG16820	chr1	112264199	112264406	+	0.000	0.000	1638
BG16851	chr1	112449012	112449230	+	0.000	0.000	1639
BG16877	chr1	112644898	112645148	+	0.000	0.000	1640
BG51201	chr10	133256165	133256364	+	0.000	0.000	4053
BG51209	chr10	133278571	133278818	+	0.000	0.000	4054
BG51233	chr10	133365499	133365698	+	0.000	0.000	4055
BG51237	chr10	133375798	133375997	+	0.000	0.000	4056
BG51239	chr10	133379165	133380274	+	0.000	0.000	4057
BG16935	chr1	113123860	113124097	+	0.000	0.000	1641
BG51276	chr11	221611	221864	+	0.000	0.000	4058
BG51289	chr11	251591	251790	+	0.000	0.000	4059
BG51298	chr11	307776	307975	+	0.000	0.000	4060
BG16974	chr1	113396642	113396883	+	0.000	0.000	1642
BG51314	chr11	361713	362206	+	0.000	0.000	4061
BG51320	chr11	374063	374722	+	0.000	0.000	4062
BG51334	chr11	444459	444658	+	0.000	0.000	4063
BG51348	chr11	490998	491214	+	0.000	0.000	4064
BG233008	chr3	69883942	69884327	+	0.000	0.000	18187
BG233021	chr3	69927719	69927918	+	0.000	0.000	18188
BG233024	chr3	69931127	69931326	+	0.000	0.000	18189
BG233025	chr3	69933975	69934406	+	0.000	0.000	18190
BG233027	chr3	69934986	69935185	+	0.000	0.000	18191
BG233028	chr3	69936056	69936255	+	0.000	0.000	18192
BG233042	chr3	70048815	70049031	+	0.000	0.000	18193
BG233068	chr3	70225707	70226381	+	0.000	0.000	18194
BG233074	chr3	70245804	70246268	+	0.000	0.000	18195
BG233075	chr3	70246277	70246573	+	0.000	0.000	18196
BG51404	chr11	706475	706880	+	0.000	0.000	4065
BG51405	chr11	706943	707209	+	0.000	0.000	4066
BG51414	chr11	729178	730331	+	0.000	0.000	4067
BG51448	chr11	875297	877154	+	0.000	0.000	4068
BG51461	chr11	933121	933461	+	0.000	0.000	4069
BG51471	chr11	966611	966810	+	0.000	0.000	4070
BG51478	chr11	995728	997109	+	0.000	0.000	4071
BG51488	chr11	1064384	1064583	+	0.000	0.000	4072
BG51496	chr11	1138565	1138826	+	0.000	0.000	4073
BG51499	chr11	1154339	1154538	+	0.000	0.000	4074
BG233132	chr3	70984087	70984304	+	0.000	0.000	18197
BG233151	chr3	71022401	71022609	+	0.000	0.000	18198
BG233162	chr3	71052570	71052784	+	0.000	0.000	18199
BG233163	chr3	71052875	71053110	+	0.000	0.000	18200
BG233164	chr3	71063014	71063251	+	0.000	0.000	18201
BG233166	chr3	71063576	71063802	+	0.000	0.000	18202
BG233171	chr3	71071168	71071367	+	0.000	0.000	18203
BG233179	chr3	71109190	71109670	+	0.000	0.000	18204
BG233189	chr3	71136408	71136607	+	0.000	0.000	18205
BG233198	chr3	71210950	71211173	+	0.000	0.000	18206
BG51508	chr11	1269711	1270032	+	0.000	0.000	4075
BG51529	chr11	1327234	1327442	+	0.000	0.000	4076
BG51536	chr11	1356036	1356240	+	0.000	0.000	4077
BG51556	chr11	1436052	1436251	+	0.000	0.000	4078
BG51569	chr11	1475954	1476153	+	0.000	0.000	4079
BG51571	chr11	1477307	1477516	+	0.000	0.000	4080
BG51572	chr11	1484796	1484995	+	0.000	0.000	4081
BG233211	chr3	71248087	71248286	+	0.000	0.000	18207
BG233214	chr3	71271683	71271882	+	0.000	0.000	18208
BG233238	chr3	71385358	71386019	+	0.000	0.000	18209
BG233240	chr3	71390344	71390543	+	0.000	0.000	18210
BG233248	chr3	71414978	71415260	+	0.000	0.000	18211
BG233249	chr3	71416828	71417027	+	0.000	0.000	18212
BG233262	chr3	71447895	71448094	+	0.000	0.000	18213
BG233266	chr3	71460607	71461031	+	0.000	0.000	18214
BG51606	chr11	1572160	1572857	+	0.000	0.000	4082
BG51609	chr11	1588716	1588961	+	0.000	0.000	4083
BG51610	chr11	1588974	1589173	+	0.000	0.000	4084
BG51613	chr11	1595288	1595487	+	0.000	0.000	4085
BG51614	chr11	1595492	1595747	+	0.000	0.000	4086
BG51620	chr11	1640169	1640408	+	0.000	0.000	4087
BG51626	chr11	1701052	1701480	+	0.000	0.000	4088
BG51639	chr11	1763453	1763822	+	0.000	0.000	4089
BG51684	chr11	2171857	2172075	+	0.000	0.000	4090
BG51687	chr11	2178913	2179363	+	0.000	0.000	4091
BG51688	chr11	2185531	2186017	+	0.000	0.000	4092
BG51698	chr11	2268881	2269101	+	0.000	0.000	4093
BG233316	chr3	71647264	71647463	+	0.000	0.000	18215
BG233357	chr3	71763467	71763708	+	0.000	0.000	18216
BG233359	chr3	71785543	71785763	+	0.000	0.000	18217
BG233393	chr3	71973070	71973640	+	0.000	0.000	18218
BG233398	chr3	71982616	71983003	+	0.000	0.000	18219
BG51702	chr11	2270898	2271258	+	0.000	0.000	4094
BG51703	chr11	2294036	2294235	+	0.000	0.000	4095
BG51711	chr11	2352229	2352481	+	0.000	0.000	4096
BG51716	chr11	2377561	2377824	+	0.000	0.000	4097
BG51718	chr11	2380803	2381047	+	0.000	0.000	4098
BG51725	chr11	2388516	2388741	+	0.000	0.000	4099
BG51726	chr11	2388782	2389016	+	0.000	0.000	4100
BG51727	chr11	2389121	2389491	+	0.000	0.000	4101
BG51744	chr11	2566504	2566709	+	0.000	0.000	4102
BG51755	chr11	2728339	2728920	+	0.000	0.000	4103
BG51757	chr11	2730807	2731067	+	0.000	0.000	4104
BG51762	chr11	2750687	2750903	+	0.000	0.000	4105
BG332024	chr7	98714217	98714416	+	0.000	0.000	24304
BG51779	chr11	2862274	2862488	+	0.000	0.000	4106
BG332032	chr7	98802060	98802494	+	0.000	0.000	24305
BG332035	chr7	98807759	98807958	+	0.000	0.000	24306
BG332039	chr7	98836918	98837127	+	0.000	0.000	24307
BG51780	chr11	2862613	2862840	+	0.000	0.000	4107
BG51782	chr11	2863170	2863390	+	0.000	0.000	4108
BG51786	chr11	2869628	2870271	+	0.000	0.000	4109
BG51788	chr11	2884498	2884717	+	0.000	0.000	4110
BG332078	chr7	99027895	99028101	+	0.000	0.000	24308
BG332092	chr7	99106281	99106492	+	0.000	0.000	24309
BG332095	chr7	99108056	99108285	+	0.000	0.000	24310
BG332099	chr7	99120028	99120227	+	0.000	0.000	24311
BG233402	chr3	71999118	71999375	+	0.000	0.000	18220
BG233405	chr3	72011591	72011790	+	0.000	0.000	18221
BG233413	chr3	72047340	72047561	+	0.000	0.000	18222
BG233417	chr3	72064903	72065307	+	0.000	0.000	18223
BG233427	chr3	72099618	72099817	+	0.000	0.000	18224
BG233452	chr3	72158070	72158291	+	0.000	0.000	18225
BG233457	chr3	72174126	72174325	+	0.000	0.000	18226
BG233460	chr3	72182780	72182995	+	0.000	0.000	18227
BG233463	chr3	72188837	72189047	+	0.000	0.000	18228
BG233468	chr3	72196762	72196991	+	0.000	0.000	18229
BG233471	chr3	72214115	72214353	+	0.000	0.000	18230
BG233475	chr3	72235145	72235687	+	0.000	0.000	18231
BG233478	chr3	72242291	72243229	+	0.000	0.000	18232
BG233488	chr3	72265397	72265642	+	0.000	0.000	18233
BG233489	chr3	72265674	72265873	+	0.000	0.000	18234
BG233490	chr3	72272120	72273104	+	0.000	0.000	18235
BG233491	chr3	72273112	72273341	+	0.000	0.000	18236
BG233492	chr3	72273729	72273959	+	0.000	0.000	18237
BG51801	chr11	2930788	2930988	+	0.000	0.000	4111
BG51816	chr11	3005404	3005614	+	0.000	0.000	4112
BG51821	chr11	3013744	3014002	+	0.000	0.000	4113
BG51822	chr11	3014004	3014278	+	0.000	0.000	4114
BG51824	chr11	3014644	3014843	+	0.000	0.000	4115
BG51825	chr11	3015009	3015208	+	0.000	0.000	4116
BG51826	chr11	3015277	3015476	+	0.000	0.000	4117
BG51841	chr11	3056480	3056679	+	0.000	0.000	4118
BG51850	chr11	3133085	3133284	+	0.000	0.000	4119
BG332113	chr7	99152975	99153296	+	0.000	0.000	24312
BG332115	chr7	99193760	99193990	+	0.000	0.000	24313
BG51864	chr11	3231642	3231849	+	0.000	0.000	4120
BG332123	chr7	99308281	99308530	+	0.000	0.000	24314
BG332131	chr7	99365602	99366035	+	0.000	0.000	24315
BG51888	chr11	3641844	3642282	+	0.000	0.000	4121
BG332142	chr7	99419244	99419503	+	0.000	0.000	24316
BG332163	chr7	99537637	99538234	+	0.000	0.000	24317
BG332174	chr7	99623533	99623966	+	0.000	0.000	24318
BG332188	chr7	99843943	99844687	+	0.000	0.000	24319
BG332190	chr7	99913444	99913686	+	0.000	0.000	24320
BG332191	chr7	99913784	99913983	+	0.000	0.000	24321
BG233508	chr3	72347590	72347789	+	0.000	0.000	18238
BG233514	chr3	72374996	72375221	+	0.000	0.000	18239
BG233533	chr3	72437326	72437595	+	0.000	0.000	18240
BG233538	chr3	72446010	72446282	+	0.000	0.000	18241
BG233545	chr3	72486004	72486396	+	0.000	0.000	18242
BG233565	chr3	72662564	72663216	+	0.000	0.000	18243
BG233574	chr3	72745147	72745908	+	0.000	0.000	18244
BG233580	chr3	72817053	72817271	+	0.000	0.000	18245
BG233584	chr3	72821544	72821798	+	0.000	0.000	18246
BG233588	chr3	72831081	72831317	+	0.000	0.000	18247
BG233592	chr3	72891171	72891402	+	0.000	0.000	18248
BG51900	chr11	3747279	3747580	+	0.000	0.000	4122
BG51908	chr11	3804194	3804668	+	0.000	0.000	4123
BG51919	chr11	3835839	3836056	+	0.000	0.000	4124
BG332201	chr7	100004327	100004715	+	0.000	0.000	24322
BG332209	chr7	100053008	100053571	+	0.000	0.000	24323
BG51951	chr11	4048445	4048664	+	0.000	0.000	4125
BG51952	chr11	4048701	4048910	+	0.000	0.000	4126
BG51957	chr11	4062205	4062404	+	0.000	0.000	4127
BG332225	chr7	100120722	100120921	+	0.000	0.000	24324
BG51971	chr11	4190998	4191217	+	0.000	0.000	4128
BG332230	chr7	100141271	100141765	+	0.000	0.000	24325
BG51992	chr11	4551421	4551889	+	0.000	0.000	4129
BG332251	chr7	100218291	100218673	+	0.000	0.000	24326
BG332261	chr7	100271223	100271493	+	0.000	0.000	24327
BG332266	chr7	100345332	100345797	+	0.000	0.000	24328
BG332287	chr7	100430700	100430899	+	0.000	0.000	24329
BG332290	chr7	100463295	100463494	+	0.000	0.000	24330
BG332297	chr7	100479713	100479912	+	0.000	0.000	24331
BG332298	chr7	100483204	100483708	+	0.000	0.000	24332
BG233601	chr3	72945546	72945818	+	0.000	0.000	18249
BG233602	chr3	72950421	72950685	+	0.000	0.000	18250
BG233605	chr3	72951798	72951997	+	0.000	0.000	18251
BG233617	chr3	73026183	73027161	+	0.000	0.000	18252
BG233625	chr3	73041556	73041786	+	0.000	0.000	18253
BG233632	chr3	73080235	73080624	+	0.000	0.000	18254
BG233633	chr3	73080635	73080992	+	0.000	0.000	18255
BG233636	chr3	73099582	73099961	+	0.000	0.000	18256
BG233654	chr3	73255615	73256013	+	0.000	0.000	18257
BG233662	chr3	73379630	73379829	+	0.000	0.000	18258
BG332305	chr7	100506212	100506834	+	0.000	0.000	24333
BG332306	chr7	100506902	100507242	+	0.000	0.000	24334
BG332334	chr7	100642644	100642871	+	0.000	0.000	24335
BG332335	chr7	100649969	100650176	+	0.000	0.000	24336
BG332338	chr7	100672962	100673203	+	0.000	0.000	24337
BG332363	chr7	100875797	100876010	+	0.000	0.000	24338
BG332367	chr7	100881165	100881413	+	0.000	0.000	24339
BG332377	chr7	101016594	101017763	+	0.000	0.000	24340
BG332387	chr7	101104323	101104551	+	0.000	0.000	24341
BG332391	chr7	101120028	101120227	+	0.000	0.000	24342
BG332395	chr7	101126362	101126600	+	0.000	0.000	24343
BG332396	chr7	101126874	101127173	+	0.000	0.000	24344
BG332398	chr7	101134628	101134860	+	0.000	0.000	24345
BG233700	chr3	73558405	73558615	+	0.000	0.000	18259
BG233714	chr3	73592796	73593028	+	0.000	0.000	18260
BG233716	chr3	73601116	73601315	+	0.000	0.000	18261
BG233727	chr3	73739906	73740183	+	0.000	0.000	18262
BG233765	chr3	74080764	74081240	+	0.000	0.000	18263
BG233784	chr3	74257835	74258034	+	0.000	0.000	18264
BG332415	chr7	101182190	101182418	+	0.000	0.000	24346
BG332416	chr7	101182421	101183074	+	0.000	0.000	24347
BG332460	chr7	101411619	101411818	+	0.000	0.000	24348
BG332463	chr7	101495954	101496321	+	0.000	0.000	24349
BG332468	chr7	101542487	101543479	+	0.000	0.000	24350
BG332495	chr7	101816889	101817264	+	0.000	0.000	24351
BG332499	chr7	101828616	101828855	+	0.000	0.000	24352
BG233806	chr3	74490011	74490511	+	0.000	0.000	18265
BG69011	chr11	125272728	125273011	+	0.000	0.000	5293
BG69019	chr11	125292956	125293180	+	0.000	0.000	5294
BG233832	chr3	74693139	74693981	+	0.000	0.000	18266
BG69045	chr11	125358530	125358751	+	0.000	0.000	5295
BG69051	chr11	125373811	125374079	+	0.000	0.000	5296
BG233855	chr3	75172627	75172866	+	0.000	0.000	18267
BG233856	chr3	75172898	75173257	+	0.000	0.000	18268
BG233858	chr3	75272775	75272984	+	0.000	0.000	18269
BG233861	chr3	75329713	75329912	+	0.000	0.000	18270
BG69080	chr11	125450783	125450989	+	0.000	0.000	5297
BG332506	chr7	101859104	101859328	+	0.000	0.000	24353
BG332544	chr7	102004769	102005145	+	0.000	0.000	24354
BG332549	chr7	102021957	102022643	+	0.000	0.000	24355
BG332577	chr7	102206309	102206508	+	0.000	0.000	24356
BG332594	chr7	102261905	102262130	+	0.000	0.000	24357
BG69107	chr11	125724255	125724454	+	0.000	0.000	5298
BG69110	chr11	125773613	125774054	+	0.000	0.000	5299
BG69132	chr11	125933135	125933407	+	0.000	0.000	5300
BG233962	chr3	76500826	76501258	+	0.000	0.000	18271
BG233964	chr3	76512505	76512704	+	0.000	0.000	18272
BG233965	chr3	76530280	76530496	+	0.000	0.000	18273
BG233966	chr3	76530549	76530784	+	0.000	0.000	18274
BG69170	chr11	126139840	126140039	+	0.000	0.000	5301
BG69176	chr11	126173000	126173199	+	0.000	0.000	5302
BG233994	chr3	76740801	76741000	+	0.000	0.000	18275
BG332610	chr7	102401831	102402049	+	0.000	0.000	24358
BG332619	chr7	102417236	102417461	+	0.000	0.000	24359
BG332621	chr7	102424996	102425195	+	0.000	0.000	24360
BG332623	chr7	102426615	102426905	+	0.000	0.000	24361
BG332644	chr7	102512596	102512903	+	0.000	0.000	24362
BG332648	chr7	102572165	102573108	+	0.000	0.000	24363
BG332649	chr7	102611770	102611988	+	0.000	0.000	24364
BG332650	chr7	102612017	102612236	+	0.000	0.000	24365
BG332656	chr7	102671233	102671993	+	0.000	0.000	24366
BG332672	chr7	102875934	102876152	+	0.000	0.000	24367
BG69222	chr11	126371804	126372003	+	0.000	0.000	5303
BG69225	chr11	126380913	126381305	+	0.000	0.000	5304
BG69233	chr11	126406545	126406820	+	0.000	0.000	5305
BG69238	chr11	126420137	126420336	+	0.000	0.000	5306
BG69239	chr11	126420394	126420596	+	0.000	0.000	5307
BG69254	chr11	126476793	126477028	+	0.000	0.000	5308
BG69298	chr11	126616001	126616200	+	0.000	0.000	5309
BG332701	chr7	103114175	103115440	+	0.000	0.000	24368
BG332706	chr7	103126778	103127038	+	0.000	0.000	24369
BG69310	chr11	126661092	126661374	+	0.000	0.000	5310
BG69320	chr11	126682651	126682850	+	0.000	0.000	5311
BG69321	chr11	126688518	126689143	+	0.000	0.000	5312
BG69350	chr11	126764292	126764546	+	0.000	0.000	5313
BG69351	chr11	126764570	126764933	+	0.000	0.000	5314
BG69354	chr11	126768797	126768996	+	0.000	0.000	5315
BG69369	chr11	126819290	126819540	+	0.000	0.000	5316
BG69372	chr11	126837540	126837931	+	0.000	0.000	5317
BG69375	chr11	126839575	126839808	+	0.000	0.000	5318
BG69388	chr11	126867926	126868125	+	0.000	0.000	5319
BG69396	chr11	126890992	126891346	+	0.000	0.000	5320
BG69398	chr11	126892519	126892720	+	0.000	0.000	5321
BG332827	chr7	104241056	104241912	+	0.000	0.000	24370
BG332842	chr7	104342055	104342254	+	0.000	0.000	24371
BG332849	chr7	104372049	104372283	+	0.000	0.000	24372
BG332859	chr7	104415778	104416011	+	0.000	0.000	24373
BG332872	chr7	104485989	104486188	+	0.000	0.000	24374
BG332891	chr7	104553012	104553410	+	0.000	0.000	24375
BG69410	chr11	126913401	126913606	+	0.000	0.000	5322
BG69424	chr11	126978197	126978981	+	0.000	0.000	5323
BG69425	chr11	126978983	126979274	+	0.000	0.000	5324
BG69428	chr11	126984254	126984453	+	0.000	0.000	5325
BG69429	chr11	126984475	126984674	+	0.000	0.000	5326
BG69473	chr11	127226996	127227253	+	0.000	0.000	5327
BG69474	chr11	127227318	127227818	+	0.000	0.000	5328
BG69490	chr11	127339419	127340813	+	0.000	0.000	5329
BG332903	chr7	104767975	104768174	+	0.000	0.000	24376
BG332915	chr7	104794366	104794599	+	0.000	0.000	24377
BG332925	chr7	104819751	104819950	+	0.000	0.000	24378
BG332932	chr7	104862424	104862787	+	0.000	0.000	24379
BG332933	chr7	104862795	104863057	+	0.000	0.000	24380
BG332970	chr7	105041266	105041465	+	0.000	0.000	24381
BG332972	chr7	105048949	105049148	+	0.000	0.000	24382
BG69500	chr11	127595233	127595503	+	0.000	0.000	5330
BG69528	chr11	127787763	127788231	+	0.000	0.000	5331
BG69541	chr11	127890084	127890551	+	0.000	0.000	5332
BG69544	chr11	127895284	127895483	+	0.000	0.000	5333
BG69548	chr11	128022118	128022339	+	0.000	0.000	5334
BG69551	chr11	128116841	128117040	+	0.000	0.000	5335
BG69601	chr11	128525956	128526239	+	0.000	0.000	5336
BG69611	chr11	128632204	128632409	+	0.000	0.000	5337
BG69676	chr11	129021357	129021575	+	0.000	0.000	5338
BG69723	chr11	129274376	129274611	+	0.000	0.000	5339
BG69739	chr11	129319858	129320057	+	0.000	0.000	5340
BG69752	chr11	129418641	129418840	+	0.000	0.000	5341
BG69774	chr11	129846624	129846932	+	0.000	0.000	5342
BG69776	chr11	129855619	129855818	+	0.000	0.000	5343
BG69778	chr11	129861762	129862019	+	0.000	0.000	5344
BG69781	chr11	129865757	129866076	+	0.000	0.000	5345
BG69803	chr11	129978636	129979056	+	0.000	0.000	5346
BG69804	chr11	129979073	129979317	+	0.000	0.000	5347
BG69809	chr11	129992762	129993044	+	0.000	0.000	5348
BG69825	chr11	130109735	130109952	+	0.000	0.000	5349
BG69858	chr11	130282159	130282400	+	0.000	0.000	5350
BG69862	chr11	130323023	130323222	+	0.000	0.000	5351
BG69863	chr11	130368387	130369747	+	0.000	0.000	5352
BG69864	chr11	130369780	130370777	+	0.000	0.000	5353
BG69871	chr11	130414170	130414369	+	0.000	0.000	5354
BG69878	chr11	130427548	130428290	+	0.000	0.000	5355
BG69879	chr11	130428373	130428632	+	0.000	0.000	5356
BG69885	chr11	130454287	130454843	+	0.000	0.000	5357
BG69921	chr11	130726222	130726567	+	0.000	0.000	5358
BG69922	chr11	130817222	130817612	+	0.000	0.000	5359
BG69923	chr11	130817622	130818129	+	0.000	0.000	5360
BG69953	chr11	131032898	131033794	+	0.000	0.000	5361
BG69963	chr11	131095865	131096098	+	0.000	0.000	5362
BG69969	chr11	131157326	131157996	+	0.000	0.000	5363
BG69974	chr11	131190474	131190734	+	0.000	0.000	5364
BG69983	chr11	131217360	131217590	+	0.000	0.000	5365
BG69991	chr11	131246354	131246553	+	0.000	0.000	5366
BG69994	chr11	131273828	131274027	+	0.000	0.000	5367
BG69995	chr11	131274285	131274504	+	0.000	0.000	5368
BG69997	chr11	131277649	131277909	+	0.000	0.000	5369
BG117003	chr15	36903851	36904072	+	0.000	0.000	8515
BG117019	chr15	36994004	36994247	+	0.000	0.000	8516
BG117070	chr15	37124683	37124948	+	0.000	0.000	8517
BG117072	chr15	37126122	37126321	+	0.000	0.000	8518
BG117074	chr15	37134725	37134951	+	0.000	0.000	8519
BG117079	chr15	37148539	37149468	+	0.000	0.000	8520
BG117085	chr15	37184653	37184852	+	0.000	0.000	8521
BG286008	chr5	122987466	122987875	+	0.000	0.000	21329
BG286032	chr5	123170842	123171593	+	0.000	0.000	21330
BG286037	chr5	123285123	123285358	+	0.000	0.000	21331
BG286060	chr5	123558845	123559410	+	0.000	0.000	21332
BG286078	chr5	123787056	123787259	+	0.000	0.000	21333
BG286096	chr5	123997662	123997896	+	0.000	0.000	21334
BG117131	chr15	37679789	37680013	+	0.000	0.000	8522
BG286125	chr5	124233590	124233797	+	0.000	0.000	21335
BG286134	chr5	124263654	124264578	+	0.000	0.000	21336
BG286135	chr5	124264664	124264938	+	0.000	0.000	21337
BG286139	chr5	124283448	124283647	+	0.000	0.000	21338
BG286152	chr5	124402120	124402350	+	0.000	0.000	21339
BG286158	chr5	124437123	124437327	+	0.000	0.000	21340
BG286160	chr5	124445455	124446586	+	0.000	0.000	21341
BG286168	chr5	124463928	124464127	+	0.000	0.000	21342
BG286171	chr5	124484815	124485121	+	0.000	0.000	21343
BG286195	chr5	124604552	124604773	+	0.000	0.000	21344
BG286196	chr5	124604817	124605071	+	0.000	0.000	21345
BG286199	chr5	124620814	124621072	+	0.000	0.000	21346
BG117270	chr15	38519119	38519493	+	0.000	0.000	8523
BG286200	chr5	124621276	124621738	+	0.000	0.000	21347
BG286286	chr5	124909267	124909466	+	0.000	0.000	21348
BG117331	chr15	38707048	38707247	+	0.000	0.000	8524
BG286306	chr5	125004955	125005154	+	0.000	0.000	21349
BG286323	chr5	125093880	125094079	+	0.000	0.000	21350
BG286379	chr5	125413599	125413826	+	0.000	0.000	21351
BG286385	chr5	125424879	125425078	+	0.000	0.000	21352
BG117414	chr15	39641884	39642302	+	0.000	0.000	8525
BG117425	chr15	39684632	39684831	+	0.000	0.000	8526
BG117445	chr15	39771748	39772030	+	0.000	0.000	8527
BG117455	chr15	39801760	39801959	+	0.000	0.000	8528
BG385000	chrX	153494652	153495116	+	0.000	0.000	27978
BG385007	chrX	153517771	153517970	+	0.000	0.000	27979
BG385052	chrX	153688865	153689484	+	0.000	0.000	27980
BG385069	chrX	153749466	153749948	+	0.000	0.000	27981
BG385073	chrX	153766384	153766886	+	0.000	0.000	27982
BG385074	chrX	153770005	153770204	+	0.000	0.000	27983
