#Name (cmd = mergePeaks pr.diff_pd_hipp_lrrk_vs_ctrl/bg.clean.pos pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos -d 200 -cobound 1 -prefix pr.diff_pd_hipp_lrrk_vs_ctrl/0.288842263006703.2.tmp)	chr	start	end	strand	stat	stat2	pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos
BG332650	chr7	102612017	102612236	+	0.000	0.000	23604
BG332676	chr7	102882613	102882812	+	0.000	0.000	23605
BG332680	chr7	102912734	102913075	+	0.000	0.000	23606
BG69225	chr11	126380913	126381305	+	0.000	0.000	5119
BG69269	chr11	126534901	126535100	+	0.000	0.000	5120
BG69271	chr11	126547377	126547586	+	0.000	0.000	5121
BG69291	chr11	126602444	126602671	+	0.000	0.000	5122
BG69294	chr11	126613246	126613534	+	0.000	0.000	5123
BG69298	chr11	126616001	126616200	+	0.000	0.000	5124
BG332706	chr7	103126778	103127038	+	0.000	0.000	23607
BG69304	chr11	126646502	126646701	+	0.000	0.000	5125
BG69305	chr11	126646719	126647409	+	0.000	0.000	5126
BG69330	chr11	126704842	126705073	+	0.000	0.000	5127
BG69333	chr11	126711308	126711531	+	0.000	0.000	5128
BG69348	chr11	126763103	126763302	+	0.000	0.000	5129
BG69355	chr11	126769037	126769261	+	0.000	0.000	5130
BG69363	chr11	126793500	126794090	+	0.000	0.000	5131
BG69365	chr11	126808370	126808622	+	0.000	0.000	5132
BG69369	chr11	126819290	126819540	+	0.000	0.000	5133
BG69372	chr11	126837540	126837931	+	0.000	0.000	5134
BG69388	chr11	126867926	126868125	+	0.000	0.000	5135
BG69396	chr11	126890992	126891346	+	0.000	0.000	5136
BG332827	chr7	104241056	104241912	+	0.000	0.000	23608
BG332859	chr7	104415778	104416011	+	0.000	0.000	23609
BG332865	chr7	104443092	104443386	+	0.000	0.000	23610
BG332872	chr7	104485989	104486188	+	0.000	0.000	23611
BG332891	chr7	104553012	104553410	+	0.000	0.000	23612
BG69402	chr11	126900039	126900437	+	0.000	0.000	5137
BG69410	chr11	126913401	126913606	+	0.000	0.000	5138
BG69422	chr11	126975463	126975700	+	0.000	0.000	5139
BG69424	chr11	126978197	126978981	+	0.000	0.000	5140
BG69425	chr11	126978983	126979274	+	0.000	0.000	5141
BG69428	chr11	126984254	126984453	+	0.000	0.000	5142
BG69429	chr11	126984475	126984674	+	0.000	0.000	5143
BG69490	chr11	127339419	127340813	+	0.000	0.000	5144
BG332900	chr7	104655629	104655849	+	0.000	0.000	23613
BG332903	chr7	104767975	104768174	+	0.000	0.000	23614
BG332915	chr7	104794366	104794599	+	0.000	0.000	23615
BG332925	chr7	104819751	104819950	+	0.000	0.000	23616
BG332932	chr7	104862424	104862787	+	0.000	0.000	23617
BG332959	chr7	105002913	105004356	+	0.000	0.000	23618
BG332966	chr7	105038354	105038553	+	0.000	0.000	23619
BG332969	chr7	105040859	105041058	+	0.000	0.000	23620
BG332970	chr7	105041266	105041465	+	0.000	0.000	23621
BG69505	chr11	127607586	127607785	+	0.000	0.000	5145
BG69527	chr11	127787497	127787722	+	0.000	0.000	5146
BG69528	chr11	127787763	127788231	+	0.000	0.000	5147
BG69534	chr11	127819308	127819539	+	0.000	0.000	5148
BG69541	chr11	127890084	127890551	+	0.000	0.000	5149
BG69544	chr11	127895284	127895483	+	0.000	0.000	5150
BG69559	chr11	128172674	128173038	+	0.000	0.000	5151
BG69579	chr11	128424280	128424479	+	0.000	0.000	5152
BG69592	chr11	128493213	128493412	+	0.000	0.000	5153
BG69601	chr11	128525956	128526239	+	0.000	0.000	5154
BG69630	chr11	128734483	128734819	+	0.000	0.000	5155
BG69635	chr11	128777088	128777318	+	0.000	0.000	5156
BG69639	chr11	128807381	128807581	+	0.000	0.000	5157
BG69656	chr11	128919314	128919513	+	0.000	0.000	5158
BG69674	chr11	129019084	129019283	+	0.000	0.000	5159
BG69706	chr11	129164733	129164933	+	0.000	0.000	5160
BG69723	chr11	129274376	129274611	+	0.000	0.000	5161
BG69731	chr11	129291043	129291579	+	0.000	0.000	5162
BG69739	chr11	129319858	129320057	+	0.000	0.000	5163
BG69749	chr11	129376255	129376519	+	0.000	0.000	5164
BG69752	chr11	129418641	129418840	+	0.000	0.000	5165
BG69778	chr11	129861762	129862019	+	0.000	0.000	5166
BG69781	chr11	129865757	129866076	+	0.000	0.000	5167
BG69783	chr11	129879340	129879539	+	0.000	0.000	5168
BG69834	chr11	130141631	130141898	+	0.000	0.000	5169
BG69840	chr11	130159671	130159870	+	0.000	0.000	5170
BG69848	chr11	130203343	130203542	+	0.000	0.000	5171
BG69858	chr11	130282159	130282400	+	0.000	0.000	5172
BG69863	chr11	130368387	130369747	+	0.000	0.000	5173
BG69864	chr11	130369780	130370777	+	0.000	0.000	5174
BG69885	chr11	130454287	130454843	+	0.000	0.000	5175
BG69887	chr11	130458253	130458877	+	0.000	0.000	5176
BG69889	chr11	130477601	130477800	+	0.000	0.000	5177
BG69919	chr11	130673349	130673550	+	0.000	0.000	5178
BG69921	chr11	130726222	130726567	+	0.000	0.000	5179
BG69925	chr11	130819753	130819952	+	0.000	0.000	5180
BG69939	chr11	130888447	130888869	+	0.000	0.000	5181
BG69969	chr11	131157326	131157996	+	0.000	0.000	5182
BG69986	chr11	131234082	131234633	+	0.000	0.000	5183
BG69991	chr11	131246354	131246553	+	0.000	0.000	5184
BG69995	chr11	131274285	131274504	+	0.000	0.000	5185
BG117029	chr15	37037317	37037518	+	0.000	0.000	8200
BG117036	chr15	37047189	37047463	+	0.000	0.000	8201
BG117085	chr15	37184653	37184852	+	0.000	0.000	8202
BG286008	chr5	122987466	122987875	+	0.000	0.000	20649
BG286032	chr5	123170842	123171593	+	0.000	0.000	20650
BG286060	chr5	123558845	123559410	+	0.000	0.000	20651
BG286061	chr5	123559444	123559651	+	0.000	0.000	20652
BG286078	chr5	123787056	123787259	+	0.000	0.000	20653
BG117149	chr15	37789878	37790133	+	0.000	0.000	8203
BG117166	chr15	37982100	37982386	+	0.000	0.000	8204
BG117168	chr15	37984670	37984920	+	0.000	0.000	8205
BG117175	chr15	38006051	38006250	+	0.000	0.000	8206
BG286104	chr5	124039550	124039749	+	0.000	0.000	20654
BG286125	chr5	124233590	124233797	+	0.000	0.000	20655
BG286135	chr5	124264664	124264938	+	0.000	0.000	20656
BG286138	chr5	124283165	124283373	+	0.000	0.000	20657
BG286139	chr5	124283448	124283647	+	0.000	0.000	20658
BG286152	chr5	124402120	124402350	+	0.000	0.000	20659
BG286160	chr5	124445455	124446586	+	0.000	0.000	20660
BG286168	chr5	124463928	124464127	+	0.000	0.000	20661
BG286199	chr5	124620814	124621072	+	0.000	0.000	20662
BG117270	chr15	38519119	38519493	+	0.000	0.000	8207
BG117279	chr15	38534792	38535340	+	0.000	0.000	8208
BG286222	chr5	124686763	124686962	+	0.000	0.000	20663
BG286286	chr5	124909267	124909466	+	0.000	0.000	20664
BG117331	chr15	38707048	38707247	+	0.000	0.000	8209
BG117373	chr15	39269435	39269811	+	0.000	0.000	8210
BG286322	chr5	125065929	125066146	+	0.000	0.000	20665
BG286385	chr5	125424879	125425078	+	0.000	0.000	20666
BG286387	chr5	125463466	125463737	+	0.000	0.000	20667
BG117417	chr15	39645203	39645402	+	0.000	0.000	8211
BG117425	chr15	39684632	39684831	+	0.000	0.000	8212
BG117445	chr15	39771748	39772030	+	0.000	0.000	8213
BG117454	chr15	39799763	39799981	+	0.000	0.000	8214
BG117455	chr15	39801760	39801959	+	0.000	0.000	8215
BG385000	chrX	153494652	153495116	+	0.000	0.000	27291
BG385001	chrX	153495126	153495391	+	0.000	0.000	27292
BG385006	chrX	153517527	153517751	+	0.000	0.000	27293
BG385020	chrX	153559932	153560391	+	0.000	0.000	27294
BG385046	chrX	153672519	153672718	+	0.000	0.000	27295
BG385050	chrX	153679170	153679394	+	0.000	0.000	27296
BG385052	chrX	153688865	153689484	+	0.000	0.000	27297
BG385069	chrX	153749466	153749948	+	0.000	0.000	27298
BG385072	chrX	153764022	153766361	+	0.000	0.000	27299
BG385073	chrX	153766384	153766886	+	0.000	0.000	27300
BG385074	chrX	153770005	153770204	+	0.000	0.000	27301
BG385077	chrX	153782129	153782617	+	0.000	0.000	27302
BG286411	chr5	125594499	125594760	+	0.000	0.000	20668
BG286423	chr5	125713794	125713993	+	0.000	0.000	20669
BG286491	chr5	126422979	126423225	+	0.000	0.000	20670
BG117556	chr15	40267160	40267359	+	0.000	0.000	8216
BG117580	chr15	40296504	40296723	+	0.000	0.000	8217
BG385114	chrX	153924149	153924375	+	0.000	0.000	27303
BG385126	chrX	153969652	153970065	+	0.000	0.000	27304
BG385127	chrX	153970068	153970311	+	0.000	0.000	27305
BG385128	chrX	153970421	153971090	+	0.000	0.000	27306
BG385129	chrX	153971099	153971365	+	0.000	0.000	27307
BG385142	chrX	154030579	154030943	+	0.000	0.000	27308
BG385148	chrX	154051550	154052146	+	0.000	0.000	27309
BG385151	chrX	154079207	154079423	+	0.000	0.000	27310
BG385152	chrX	154082483	154082682	+	0.000	0.000	27311
BG385157	chrX	154116684	154116883	+	0.000	0.000	27312
BG385160	chrX	154125783	154125982	+	0.000	0.000	27313
BG385168	chrX	154314347	154314611	+	0.000	0.000	27314
BG385172	chrX	154329296	154329495	+	0.000	0.000	27315
BG385176	chrX	154366725	154367107	+	0.000	0.000	27316
BG385183	chrX	154384094	154384293	+	0.000	0.000	27317
BG385188	chrX	154409248	154409447	+	0.000	0.000	27318
BG385199	chrX	154452559	154452759	+	0.000	0.000	27319
BG286503	chr5	126453956	126454465	+	0.000	0.000	20671
BG286512	chr5	126486424	126486694	+	0.000	0.000	20672
BG286519	chr5	126497891	126498090	+	0.000	0.000	20673
BG286566	chr5	126845829	126846112	+	0.000	0.000	20674
BG286572	chr5	126857207	126857465	+	0.000	0.000	20675
BG286574	chr5	126865071	126865294	+	0.000	0.000	20676
BG117613	chr15	40436243	40436484	+	0.000	0.000	8218
BG117626	chr15	40539617	40539816	+	0.000	0.000	8219
BG117640	chr15	40743949	40744168	+	0.000	0.000	8220
BG117641	chr15	40744176	40744401	+	0.000	0.000	8221
BG117654	chr15	40774780	40775544	+	0.000	0.000	8222
BG117657	chr15	40793619	40793818	+	0.000	0.000	8223
BG117692	chr15	40985548	40985769	+	0.000	0.000	8224
BG385202	chrX	154457749	154458141	+	0.000	0.000	27320
BG385213	chrX	154491586	154491785	+	0.000	0.000	27321
BG385214	chrX	154505893	154506117	+	0.000	0.000	27322
BG385219	chrX	154539176	154539452	+	0.000	0.000	27323
BG385243	chrX	154799607	154799806	+	0.000	0.000	27324
BG385286	chrY	2860585	2860821	+	0.000	0.000	27325
BG286646	chr5	127313048	127313253	+	0.000	0.000	20677
BG286647	chr5	127313690	127313914	+	0.000	0.000	20678
BG286656	chr5	127331962	127332188	+	0.000	0.000	20679
BG286657	chr5	127332292	127332576	+	0.000	0.000	20680
BG286658	chr5	127333329	127333528	+	0.000	0.000	20681
BG286677	chr5	127396832	127397076	+	0.000	0.000	20682
BG286689	chr5	127419059	127419284	+	0.000	0.000	20683
BG286697	chr5	127445398	127445640	+	0.000	0.000	20684
BG152006	chr18	9825181	9825428	+	0.000	0.000	11621
BG152034	chr18	9926385	9926625	+	0.000	0.000	11622
BG152055	chr18	10035330	10035638	+	0.000	0.000	11623
BG117726	chr15	41408171	41408546	+	0.000	0.000	8225
BG117728	chr15	41417866	41418104	+	0.000	0.000	8226
BG152065	chr18	10125028	10125260	+	0.000	0.000	11624
BG152072	chr18	10231784	10232709	+	0.000	0.000	11625
BG117750	chr15	41510900	41512286	+	0.000	0.000	8227
BG385312	chrY	6909274	6909663	+	0.000	0.000	27326
BG385315	chrY	6911098	6911317	+	0.000	0.000	27327
BG385322	chrY	7007999	7008198	+	0.000	0.000	27328
BG385331	chrY	7272590	7272807	+	0.000	0.000	27329
BG385333	chrY	7273543	7275372	+	0.000	0.000	27330
BG385334	chrY	7275482	7275681	+	0.000	0.000	27331
BG385338	chrY	7342754	7343536	+	0.000	0.000	27332
BG385341	chrY	7458121	7458717	+	0.000	0.000	27333
BG385342	chrY	7464804	7465121	+	0.000	0.000	27334
BG385343	chrY	7465209	7465853	+	0.000	0.000	27335
BG385344	chrY	7469038	7469262	+	0.000	0.000	27336
BG385345	chrY	7542264	7542986	+	0.000	0.000	27337
BG385347	chrY	7562922	7563377	+	0.000	0.000	27338
BG385348	chrY	7718000	7718717	+	0.000	0.000	27339
BG385351	chrY	7729000	7729247	+	0.000	0.000	27340
BG385355	chrY	7794500	7794729	+	0.000	0.000	27341
BG385360	chrY	7910462	7910675	+	0.000	0.000	27342
BG385362	chrY	7936120	7936369	+	0.000	0.000	27343
BG385364	chrY	8125762	8126511	+	0.000	0.000	27344
BG385368	chrY	8377954	8378153	+	0.000	0.000	27345
BG385370	chrY	8541397	8541635	+	0.000	0.000	27346
BG385372	chrY	8546283	8546492	+	0.000	0.000	27347
BG385375	chrY	8561948	8563119	+	0.000	0.000	27348
BG385380	chrY	8567308	8567585	+	0.000	0.000	27349
BG385383	chrY	8588636	8589230	+	0.000	0.000	27350
BG385384	chrY	8589233	8589432	+	0.000	0.000	27351
BG385399	chrY	8726136	8726655	+	0.000	0.000	27352
BG286732	chr5	127705135	127705480	+	0.000	0.000	20685
BG286733	chr5	127707257	127707456	+	0.000	0.000	20686
BG286741	chr5	127767036	127767235	+	0.000	0.000	20687
BG286793	chr5	127998480	127998679	+	0.000	0.000	20688
BG152106	chr18	10415295	10415946	+	0.000	0.000	11626
BG152111	chr18	10437946	10438145	+	0.000	0.000	11627
BG152113	chr18	10442519	10443043	+	0.000	0.000	11628
BG152114	chr18	10443086	10443357	+	0.000	0.000	11629
BG152115	chr18	10443455	10443654	+	0.000	0.000	11630
BG152118	chr18	10463828	10464053	+	0.000	0.000	11631
BG152125	chr18	10482358	10482557	+	0.000	0.000	11632
BG152138	chr18	10524917	10525150	+	0.000	0.000	11633
BG152146	chr18	10565883	10566143	+	0.000	0.000	11634
BG117817	chr15	41849022	41849221	+	0.000	0.000	8228
BG152151	chr18	10681255	10681650	+	0.000	0.000	11635
BG152155	chr18	10715600	10715799	+	0.000	0.000	11636
BG117826	chr15	41881965	41882173	+	0.000	0.000	8229
BG117831	chr15	41914130	41914329	+	0.000	0.000	8230
BG117847	chr15	42009844	42010043	+	0.000	0.000	8231
BG152181	chr18	10973960	10974202	+	0.000	0.000	11637
BG117850	chr15	42012085	42012284	+	0.000	0.000	8232
BG117855	chr15	42057878	42058077	+	0.000	0.000	8233
BG117856	chr15	42065029	42065455	+	0.000	0.000	8234
BG152197	chr18	11118719	11119076	+	0.000	0.000	11638
BG152198	chr18	11119105	11119459	+	0.000	0.000	11639
BG385401	chrY	8727210	8727409	+	0.000	0.000	27353
BG385411	chrY	9259139	9260271	+	0.000	0.000	27354
BG385424	chrY	10912497	10913958	+	0.000	0.000	27355
BG385447	chrY	12167046	12167245	+	0.000	0.000	27356
BG385448	chrY	12171694	12172158	+	0.000	0.000	27357
BG385452	chrY	12365536	12365917	+	0.000	0.000	27358
BG385454	chrY	12421013	12421815	+	0.000	0.000	27359
BG385455	chrY	12421831	12422231	+	0.000	0.000	27360
BG385458	chrY	12446536	12446735	+	0.000	0.000	27361
BG385459	chrY	12447009	12447208	+	0.000	0.000	27362
BG385463	chrY	12552616	12552815	+	0.000	0.000	27363
BG385466	chrY	12621371	12621978	+	0.000	0.000	27364
BG385468	chrY	12718225	12718424	+	0.000	0.000	27365
BG385469	chrY	12729938	12730167	+	0.000	0.000	27366
BG385471	chrY	12837410	12837861	+	0.000	0.000	27367
BG385475	chrY	13233776	13234566	+	0.000	0.000	27368
BG385476	chrY	13234578	13234830	+	0.000	0.000	27369
BG385479	chrY	13275453	13275856	+	0.000	0.000	27370
BG385481	chrY	13277775	13278001	+	0.000	0.000	27371
BG385483	chrY	13282811	13283010	+	0.000	0.000	27372
BG385489	chrY	13417453	13417690	+	0.000	0.000	27373
BG385494	chrY	13450328	13450634	+	0.000	0.000	27374
BG385495	chrY	13450678	13450921	+	0.000	0.000	27375
BG286801	chr5	128020086	128020601	+	0.000	0.000	20689
BG286885	chr5	129053542	129053746	+	0.000	0.000	20690
BG152223	chr18	11470667	11470911	+	0.000	0.000	11640
BG152234	chr18	11607946	11608205	+	0.000	0.000	11641
BG117907	chr15	42275694	42276084	+	0.000	0.000	8235
BG117909	chr15	42329256	42329466	+	0.000	0.000	8236
BG117914	chr15	42360080	42360323	+	0.000	0.000	8237
BG152249	chr18	11752190	11752436	+	0.000	0.000	11642
BG117925	chr15	42394970	42395484	+	0.000	0.000	8238
BG117933	chr15	42471907	42472139	+	0.000	0.000	8239
BG117942	chr15	42510754	42510965	+	0.000	0.000	8240
BG117949	chr15	42515927	42516185	+	0.000	0.000	8241
BG117950	chr15	42543671	42543870	+	0.000	0.000	8242
BG152290	chr18	11886462	11886715	+	0.000	0.000	11643
BG152293	chr18	11887703	11887955	+	0.000	0.000	11644
BG117960	chr15	42596434	42596677	+	0.000	0.000	8243
BG117963	chr15	42608834	42609059	+	0.000	0.000	8244
BG117983	chr15	42716695	42716925	+	0.000	0.000	8245
BG117999	chr15	42808982	42809181	+	0.000	0.000	8246
BG385507	chrY	13569734	13569989	+	0.000	0.000	27376
BG385518	chrY	13751279	13752213	+	0.000	0.000	27377
BG385519	chrY	13752301	13752919	+	0.000	0.000	27378
BG385523	chrY	13796299	13797081	+	0.000	0.000	27379
BG385532	chrY	14219399	14219881	+	0.000	0.000	27380
BG385534	chrY	14246570	14247676	+	0.000	0.000	27381
BG385535	chrY	14247788	14248012	+	0.000	0.000	27382
BG385542	chrY	14466609	14467249	+	0.000	0.000	27383
BG385546	chrY	14523054	14524922	+	0.000	0.000	27384
BG385552	chrY	14644213	14644452	+	0.000	0.000	27385
BG385555	chrY	14733785	14734214	+	0.000	0.000	27386
BG385557	chrY	14741151	14741604	+	0.000	0.000	27387
BG385561	chrY	14777588	14777811	+	0.000	0.000	27388
BG385563	chrY	14779456	14779953	+	0.000	0.000	27389
BG385566	chrY	14802188	14802387	+	0.000	0.000	27390
BG385568	chrY	14821832	14822149	+	0.000	0.000	27391
BG385569	chrY	14822183	14823459	+	0.000	0.000	27392
BG385572	chrY	14829461	14829912	+	0.000	0.000	27393
BG385573	chrY	14834131	14834698	+	0.000	0.000	27394
BG385574	chrY	14834770	14835255	+	0.000	0.000	27395
BG385576	chrY	14842604	14842803	+	0.000	0.000	27396
BG385577	chrY	14880100	14880299	+	0.000	0.000	27397
BG385590	chrY	16036922	16037189	+	0.000	0.000	27398
BG385594	chrY	16639609	16640068	+	0.000	0.000	27399
BG385597	chrY	17020107	17020306	+	0.000	0.000	27400
BG286922	chr5	129477543	129477742	+	0.000	0.000	20691
BG286937	chr5	129575360	129575656	+	0.000	0.000	20692
BG286948	chr5	129716242	129716441	+	0.000	0.000	20693
BG286949	chr5	129729781	129729980	+	0.000	0.000	20694
BG286959	chr5	129856114	129856326	+	0.000	0.000	20695
BG286995	chr5	130056012	130056211	+	0.000	0.000	20696
BG286998	chr5	130083215	130083481	+	0.000	0.000	20697
BG152321	chr18	12047602	12047878	+	0.000	0.000	11645
BG152322	chr18	12047948	12048180	+	0.000	0.000	11646
BG152323	chr18	12048230	12049187	+	0.000	0.000	11647
BG152330	chr18	12075885	12076491	+	0.000	0.000	11648
BG152331	chr18	12076506	12076801	+	0.000	0.000	11649
BG152355	chr18	12308044	12308373	+	0.000	0.000	11650
BG152357	chr18	12308956	12309155	+	0.000	0.000	11651
BG152361	chr18	12345979	12346633	+	0.000	0.000	11652
BG152398	chr18	12533613	12534011	+	0.000	0.000	11653
BG385604	chrY	17233802	17234031	+	0.000	0.000	27401
BG385606	chrY	18923345	18923544	+	0.000	0.000	27402
BG385610	chrY	18992671	18993150	+	0.000	0.000	27403
BG385611	chrY	18993214	18993501	+	0.000	0.000	27404
BG385616	chrY	19012126	19012325	+	0.000	0.000	27405
BG385617	chrY	19016481	19016699	+	0.000	0.000	27406
BG385618	chrY	19016718	19016966	+	0.000	0.000	27407
BG385619	chrY	19017026	19017226	+	0.000	0.000	27408
BG385620	chrY	19023986	19024209	+	0.000	0.000	27409
BG385622	chrY	19034565	19035222	+	0.000	0.000	27410
BG385624	chrY	19042948	19044305	+	0.000	0.000	27411
BG385625	chrY	19053107	19053306	+	0.000	0.000	27412
BG385631	chrY	19075416	19076264	+	0.000	0.000	27413
BG385632	chrY	19076267	19078192	+	0.000	0.000	27414
BG385641	chrY	19566571	19568448	+	0.000	0.000	27415
BG385642	chrY	19638778	19639581	+	0.000	0.000	27416
BG385643	chrY	19704081	19704336	+	0.000	0.000	27417
BG385644	chrY	19704371	19704792	+	0.000	0.000	27418
BG385646	chrY	19717102	19717762	+	0.000	0.000	27419
BG385649	chrY	19743633	19745694	+	0.000	0.000	27420
BG385662	chrY	20488540	20488739	+	0.000	0.000	27421
BG385665	chrY	20575486	20576785	+	0.000	0.000	27422
BG385687	chrY	26353559	26354114	+	0.000	0.000	27423
BG152449	chr18	12839746	12839967	+	0.000	0.000	11654
BG152453	chr18	12882536	12882746	+	0.000	0.000	11655
BG152455	chr18	12885018	12885233	+	0.000	0.000	11656
BG152458	chr18	12912035	12912234	+	0.000	0.000	11657
BG385705	chrY	26669728	26670010	+	0.000	0.000	27424
BG385712	chrY	56685476	56685676	+	0.000	0.000	27425
BG152522	chr18	13264968	13265208	+	0.000	0.000	11658
BG152537	chr18	13291749	13291948	+	0.000	0.000	11659
BG152549	chr18	13335779	13336224	+	0.000	0.000	11660
BG152560	chr18	13367049	13367358	+	0.000	0.000	11661
BG152566	chr18	13380807	13381036	+	0.000	0.000	11662
BG152573	chr18	13392102	13392327	+	0.000	0.000	11663
BG152578	chr18	13394606	13394805	+	0.000	0.000	11664
BG152584	chr18	13417161	13417360	+	0.000	0.000	11665
BG152587	chr18	13422520	13422756	+	0.000	0.000	11666
BG152598	chr18	13435976	13436230	+	0.000	0.000	11667
BG152659	chr18	13566901	13567157	+	0.000	0.000	11668
BG152665	chr18	13587444	13587801	+	0.000	0.000	11669
BG152668	chr18	13590817	13591016	+	0.000	0.000	11670
BG152673	chr18	13614888	13615205	+	0.000	0.000	11671
BG152677	chr18	13618849	13619098	+	0.000	0.000	11672
BG152684	chr18	13624954	13625167	+	0.000	0.000	11673
BG152749	chr18	14026798	14026997	+	0.000	0.000	11674
BG152769	chr18	14290472	14290715	+	0.000	0.000	11675
BG152785	chr18	14776382	14776730	+	0.000	0.000	11676
BG152811	chr18	15076123	15076936	+	0.000	0.000	11677
BG152815	chr18	15186593	15186792	+	0.000	0.000	11678
BG152825	chr18	20921011	20922326	+	0.000	0.000	11679
BG152831	chr18	21004782	21004981	+	0.000	0.000	11680
BG152838	chr18	21078229	21078452	+	0.000	0.000	11681
BG152842	chr18	21125642	21126010	+	0.000	0.000	11682
BG152857	chr18	21190881	21192301	+	0.000	0.000	11683
BG152858	chr18	21192329	21192615	+	0.000	0.000	11684
BG152918	chr18	21805678	21805877	+	0.000	0.000	11685
BG152956	chr18	22423730	22423929	+	0.000	0.000	11686
BG17001	chr1	113655206	113655451	+	0.000	0.000	1564
BG17029	chr1	113820105	113820304	+	0.000	0.000	1565
BG17107	chr1	114192017	114192222	+	0.000	0.000	1566
BG17108	chr1	114199298	114200224	+	0.000	0.000	1567
BG17109	chr1	114203604	114204134	+	0.000	0.000	1568
BG17147	chr1	114428803	114429002	+	0.000	0.000	1569
BG17148	chr1	114472517	114472747	+	0.000	0.000	1570
BG17152	chr1	114509683	114509882	+	0.000	0.000	1571
BG17171	chr1	114713786	114713985	+	0.000	0.000	1572
BG17173	chr1	114746550	114746800	+	0.000	0.000	1573
BG17191	chr1	115074339	115074538	+	0.000	0.000	1574
BG17204	chr1	115099099	115099298	+	0.000	0.000	1575
BG17234	chr1	115479250	115479503	+	0.000	0.000	1576
BG17257	chr1	115679136	115679379	+	0.000	0.000	1577
BG17274	chr1	115838775	115839025	+	0.000	0.000	1578
BG17308	chr1	116009043	116009388	+	0.000	0.000	1579
BG17318	chr1	116067654	116067853	+	0.000	0.000	1580
