#Name (cmd = mergePeaks pr.diff_pd_hipp_lrrk_vs_lopd/bg.clean.pos pr.diff_pd_hipp_lrrk_vs_lopd/target.clean..pos -d 200 -cobound 1 -prefix pr.diff_pd_hipp_lrrk_vs_lopd/0.241936496765451.2.tmp)	chr	start	end	strand	stat	stat2	pr.diff_pd_hipp_lrrk_vs_lopd/target.clean..pos
BG169253	chr19	55442478	55442788	+	0.000	0.000	13038
BG169255	chr19	55444339	55444551	+	0.000	0.000	13039
BG169260	chr19	55454380	55454579	+	0.000	0.000	13040
BG169261	chr19	55454751	55455238	+	0.000	0.000	13041
BG169269	chr19	55467467	55468590	+	0.000	0.000	13042
BG169271	chr19	55477327	55477526	+	0.000	0.000	13043
BG169272	chr19	55481884	55482083	+	0.000	0.000	13044
BG169275	chr19	55487635	55487882	+	0.000	0.000	13045
BG169278	chr19	55492425	55492692	+	0.000	0.000	13046
BG169316	chr19	55667532	55668018	+	0.000	0.000	13047
BG169327	chr19	55699360	55699559	+	0.000	0.000	13048
BG169343	chr19	56102103	56102339	+	0.000	0.000	13049
BG169347	chr19	56108916	56109115	+	0.000	0.000	13050
BG169367	chr19	56185170	56186377	+	0.000	0.000	13051
BG169387	chr19	56315923	56316122	+	0.000	0.000	13052
BG169388	chr19	56351900	56352345	+	0.000	0.000	13053
BG169390	chr19	56392926	56393423	+	0.000	0.000	13054
BG169391	chr19	56393443	56394414	+	0.000	0.000	13055
BG169409	chr19	56614973	56615525	+	0.000	0.000	13056
BG169411	chr19	56638041	56638291	+	0.000	0.000	13057
BG169426	chr19	56707136	56708479	+	0.000	0.000	13058
BG169433	chr19	56720678	56720994	+	0.000	0.000	13059
BG169442	chr19	56758197	56758834	+	0.000	0.000	13060
BG169448	chr19	56821994	56822222	+	0.000	0.000	13061
BG169454	chr19	56866383	56866882	+	0.000	0.000	13062
BG169455	chr19	56868073	56868909	+	0.000	0.000	13063
BG169469	chr19	56980971	56981562	+	0.000	0.000	13064
BG169481	chr19	57019413	57019634	+	0.000	0.000	13065
BG169482	chr19	57030458	57031481	+	0.000	0.000	13066
BG169488	chr19	57056965	57057925	+	0.000	0.000	13067
BG169494	chr19	57075119	57075466	+	0.000	0.000	13068
BG169495	chr19	57075495	57075755	+	0.000	0.000	13069
BG169497	chr19	57078625	57079130	+	0.000	0.000	13070
BG169513	chr19	57218326	57218525	+	0.000	0.000	13071
BG169524	chr19	57317476	57317675	+	0.000	0.000	13072
BG169525	chr19	57317689	57317888	+	0.000	0.000	13073
BG169559	chr19	57675987	57676232	+	0.000	0.000	13074
BG169571	chr19	57808452	57808875	+	0.000	0.000	13075
BG169585	chr19	57935620	57936073	+	0.000	0.000	13076
BG169605	chr19	58084996	58085195	+	0.000	0.000	13077
BG169641	chr19	58372833	58373066	+	0.000	0.000	13078
BG169666	chr19	58555454	58555698	+	0.000	0.000	13079
BG169675	chr19	58580934	58582050	+	0.000	0.000	13080
BG169690	chr2	133787	134018	+	0.000	0.000	13081
BG169691	chr2	134040	134744	+	0.000	0.000	13082
BG169702	chr2	195559	195998	+	0.000	0.000	13083
BG169721	chr2	288549	288760	+	0.000	0.000	13084
BG169724	chr2	290622	290821	+	0.000	0.000	13085
BG169736	chr2	391800	392021	+	0.000	0.000	13086
BG169740	chr2	426081	426295	+	0.000	0.000	13087
BG169750	chr2	544777	545129	+	0.000	0.000	13088
BG169789	chr2	859860	860082	+	0.000	0.000	13089
BG169794	chr2	950679	950952	+	0.000	0.000	13090
BG169801	chr2	979605	979825	+	0.000	0.000	13091
BG169804	chr2	1031806	1032460	+	0.000	0.000	13092
BG169835	chr2	1419534	1419733	+	0.000	0.000	13093
BG169841	chr2	1544726	1544959	+	0.000	0.000	13094
BG169854	chr2	1652121	1652320	+	0.000	0.000	13095
BG169868	chr2	1730011	1730393	+	0.000	0.000	13096
BG169953	chr2	2019067	2019402	+	0.000	0.000	13097
BG16001	chr1	108368975	108369174	+	0.000	0.000	1417
BG16021	chr1	108585776	108585975	+	0.000	0.000	1418
BG16022	chr1	108586162	108586361	+	0.000	0.000	1419
BG16023	chr1	108591063	108591262	+	0.000	0.000	1420
BG16061	chr1	108757977	108758176	+	0.000	0.000	1421
BG16076	chr1	108851438	108851637	+	0.000	0.000	1422
BG16092	chr1	108914269	108914468	+	0.000	0.000	1423
BG16122	chr1	109088933	109089227	+	0.000	0.000	1424
BG16133	chr1	109126181	109126394	+	0.000	0.000	1425
BG16195	chr1	109313446	109313731	+	0.000	0.000	1426
BG16240	chr1	109530276	109531129	+	0.000	0.000	1427
BG16250	chr1	109568820	109569019	+	0.000	0.000	1428
BG16251	chr1	109569156	109569396	+	0.000	0.000	1429
BG16271	chr1	109641924	109642135	+	0.000	0.000	1430
BG16280	chr1	109687200	109687600	+	0.000	0.000	1431
BG16281	chr1	109687625	109688707	+	0.000	0.000	1432
BG16282	chr1	109694370	109694965	+	0.000	0.000	1433
BG16291	chr1	109761228	109761441	+	0.000	0.000	1434
BG16293	chr1	109770472	109771223	+	0.000	0.000	1435
BG16301	chr1	109799704	109800009	+	0.000	0.000	1436
BG16303	chr1	109807490	109807689	+	0.000	0.000	1437
BG16314	chr1	109847021	109847610	+	0.000	0.000	1438
BG16317	chr1	109850898	109851162	+	0.000	0.000	1439
BG16342	chr1	109931403	109931667	+	0.000	0.000	1440
BG16383	chr1	110135347	110135551	+	0.000	0.000	1441
BG16460	chr1	110468816	110469015	+	0.000	0.000	1442
BG16467	chr1	110483649	110483848	+	0.000	0.000	1443
BG16468	chr1	110483889	110484088	+	0.000	0.000	1444
BG16498	chr1	110602349	110602548	+	0.000	0.000	1445
BG16521	chr1	110653938	110654158	+	0.000	0.000	1446
BG16553	chr1	110753738	110753984	+	0.000	0.000	1447
BG16568	chr1	110783599	110783798	+	0.000	0.000	1448
BG16573	chr1	110858262	110858491	+	0.000	0.000	1449
BG16601	chr1	111222348	111222547	+	0.000	0.000	1450
BG16615	chr1	111271128	111271382	+	0.000	0.000	1451
BG16643	chr1	111486840	111487135	+	0.000	0.000	1452
BG16646	chr1	111489007	111489486	+	0.000	0.000	1453
BG16647	chr1	111489504	111490037	+	0.000	0.000	1454
BG16672	chr1	111630648	111630873	+	0.000	0.000	1455
BG16676	chr1	111648923	111649122	+	0.000	0.000	1456
BG16684	chr1	111689640	111689839	+	0.000	0.000	1457
BG16685	chr1	111689849	111690647	+	0.000	0.000	1458
BG51017	chr10	132546230	132546429	+	0.000	0.000	3989
BG51030	chr10	132577415	132577615	+	0.000	0.000	3990
BG51031	chr10	132577659	132577928	+	0.000	0.000	3991
BG51043	chr10	132606030	132606833	+	0.000	0.000	3992
BG16718	chr1	111782725	111782924	+	0.000	0.000	1459
BG51062	chr10	132641531	132641743	+	0.000	0.000	3993
BG51065	chr10	132646695	132646918	+	0.000	0.000	3994
BG16735	chr1	111849215	111849414	+	0.000	0.000	1460
BG51070	chr10	132659662	132659861	+	0.000	0.000	3995
BG51077	chr10	132677648	132677847	+	0.000	0.000	3996
BG16744	chr1	111874438	111875064	+	0.000	0.000	1461
BG51080	chr10	132687708	132687907	+	0.000	0.000	3997
BG51081	chr10	132696443	132696642	+	0.000	0.000	3998
BG16752	chr1	111894113	111894977	+	0.000	0.000	1462
BG51090	chr10	132707823	132708809	+	0.000	0.000	3999
BG51094	chr10	132723032	132723231	+	0.000	0.000	4000
BG51096	chr10	132727763	132727962	+	0.000	0.000	4001
BG16763	chr1	111929783	111930129	+	0.000	0.000	1463
BG16764	chr1	111930326	111930548	+	0.000	0.000	1464
BG16789	chr1	112007360	112007559	+	0.000	0.000	1465
BG16793	chr1	112033840	112034039	+	0.000	0.000	1466
BG16794	chr1	112034071	112034270	+	0.000	0.000	1467
BG51101	chr10	132738193	132739212	+	0.000	0.000	4002
BG51109	chr10	132763112	132763561	+	0.000	0.000	4003
BG51112	chr10	132767434	132767633	+	0.000	0.000	4004
BG51121	chr10	132784301	132784500	+	0.000	0.000	4005
BG51124	chr10	132786108	132786390	+	0.000	0.000	4006
BG51132	chr10	132932366	132933533	+	0.000	0.000	4007
BG51134	chr10	132940039	132940348	+	0.000	0.000	4008
BG16804	chr1	112145085	112145292	+	0.000	0.000	1468
BG16820	chr1	112264199	112264406	+	0.000	0.000	1469
BG51156	chr10	133068299	133068498	+	0.000	0.000	4009
BG51180	chr10	133159901	133160527	+	0.000	0.000	4010
BG16851	chr1	112449012	112449230	+	0.000	0.000	1470
BG51187	chr10	133184628	133184834	+	0.000	0.000	4011
BG16866	chr1	112549947	112550375	+	0.000	0.000	1471
BG16869	chr1	112614784	112614983	+	0.000	0.000	1472
BG16871	chr1	112625817	112626062	+	0.000	0.000	1473
BG16877	chr1	112644898	112645148	+	0.000	0.000	1474
BG16893	chr1	112778116	112779032	+	0.000	0.000	1475
BG51209	chr10	133278571	133278818	+	0.000	0.000	4012
BG51237	chr10	133375798	133375997	+	0.000	0.000	4013
BG51239	chr10	133379165	133380274	+	0.000	0.000	4014
BG16909	chr1	112935392	112935602	+	0.000	0.000	1476
BG51240	chr10	133380351	133380550	+	0.000	0.000	4015
BG51247	chr10	133422205	133422473	+	0.000	0.000	4016
BG51264	chr10	133553299	133553498	+	0.000	0.000	4017
BG16930	chr1	113109483	113109682	+	0.000	0.000	1477
BG51273	chr11	192078	192501	+	0.000	0.000	4018
BG16983	chr1	113453507	113453716	+	0.000	0.000	1478
BG51314	chr11	361713	362206	+	0.000	0.000	4019
BG51320	chr11	374063	374722	+	0.000	0.000	4020
BG51328	chr11	393627	393826	+	0.000	0.000	4021
BG51330	chr11	405424	405637	+	0.000	0.000	4022
BG51333	chr11	440286	440496	+	0.000	0.000	4023
BG51379	chr11	604838	605482	+	0.000	0.000	4024
BG51380	chr11	605553	605752	+	0.000	0.000	4025
BG51388	chr11	637122	637759	+	0.000	0.000	4026
BG233008	chr3	69883942	69884327	+	0.000	0.000	17662
BG233042	chr3	70048815	70049031	+	0.000	0.000	17663
BG233056	chr3	70090147	70090408	+	0.000	0.000	17664
BG233062	chr3	70117092	70117670	+	0.000	0.000	17665
BG233074	chr3	70245804	70246268	+	0.000	0.000	17666
BG233090	chr3	70513336	70514164	+	0.000	0.000	17667
BG51404	chr11	706475	706880	+	0.000	0.000	4027
BG51405	chr11	706943	707209	+	0.000	0.000	4028
BG51413	chr11	727692	729166	+	0.000	0.000	4029
BG51414	chr11	729178	730331	+	0.000	0.000	4030
BG51424	chr11	786180	786501	+	0.000	0.000	4031
BG51471	chr11	966611	966810	+	0.000	0.000	4032
BG51480	chr11	997935	998171	+	0.000	0.000	4033
BG51481	chr11	1003192	1003431	+	0.000	0.000	4034
BG51495	chr11	1137640	1138537	+	0.000	0.000	4035
BG51496	chr11	1138565	1138826	+	0.000	0.000	4036
BG233111	chr3	70764740	70764939	+	0.000	0.000	17668
BG233118	chr3	70929662	70930049	+	0.000	0.000	17669
BG233124	chr3	70967245	70967444	+	0.000	0.000	17670
BG233136	chr3	70988470	70988669	+	0.000	0.000	17671
BG233137	chr3	70989170	70989435	+	0.000	0.000	17672
BG233151	chr3	71022401	71022609	+	0.000	0.000	17673
BG233162	chr3	71052570	71052784	+	0.000	0.000	17674
BG233164	chr3	71063014	71063251	+	0.000	0.000	17675
BG233173	chr3	71079662	71079861	+	0.000	0.000	17676
BG233189	chr3	71136408	71136607	+	0.000	0.000	17677
BG51529	chr11	1327234	1327442	+	0.000	0.000	4037
BG51569	chr11	1475954	1476153	+	0.000	0.000	4038
BG51571	chr11	1477307	1477516	+	0.000	0.000	4039
BG51572	chr11	1484796	1484995	+	0.000	0.000	4040
BG51580	chr11	1496243	1496483	+	0.000	0.000	4041
BG51581	chr11	1496491	1496970	+	0.000	0.000	4042
BG51584	chr11	1507765	1507972	+	0.000	0.000	4043
BG233211	chr3	71248087	71248286	+	0.000	0.000	17678
BG233214	chr3	71271683	71271882	+	0.000	0.000	17679
BG233220	chr3	71336332	71336531	+	0.000	0.000	17680
BG233240	chr3	71390344	71390543	+	0.000	0.000	17681
BG233242	chr3	71392225	71392619	+	0.000	0.000	17682
BG233249	chr3	71416828	71417027	+	0.000	0.000	17683
BG233266	chr3	71460607	71461031	+	0.000	0.000	17684
BG51656	chr11	1863221	1863845	+	0.000	0.000	4044
BG51691	chr11	2191197	2191396	+	0.000	0.000	4045
BG51699	chr11	2269155	2269948	+	0.000	0.000	4046
BG233332	chr3	71694005	71694204	+	0.000	0.000	17685
BG233361	chr3	71786623	71786847	+	0.000	0.000	17686
BG233393	chr3	71973070	71973640	+	0.000	0.000	17687
BG233398	chr3	71982616	71983003	+	0.000	0.000	17688
BG51702	chr11	2270898	2271258	+	0.000	0.000	4047
BG51718	chr11	2380803	2381047	+	0.000	0.000	4048
BG51722	chr11	2386749	2386948	+	0.000	0.000	4049
BG51725	chr11	2388516	2388741	+	0.000	0.000	4050
BG51726	chr11	2388782	2389016	+	0.000	0.000	4051
BG51727	chr11	2389121	2389491	+	0.000	0.000	4052
BG51736	chr11	2511840	2512039	+	0.000	0.000	4053
BG51744	chr11	2566504	2566709	+	0.000	0.000	4054
BG51755	chr11	2728339	2728920	+	0.000	0.000	4055
BG51757	chr11	2730807	2731067	+	0.000	0.000	4056
BG332012	chr7	98626829	98627028	+	0.000	0.000	23704
BG332029	chr7	98755535	98755734	+	0.000	0.000	23705
BG51779	chr11	2862274	2862488	+	0.000	0.000	4057
BG332035	chr7	98807759	98807958	+	0.000	0.000	23706
BG332039	chr7	98836918	98837127	+	0.000	0.000	23707
BG51780	chr11	2862613	2862840	+	0.000	0.000	4058
BG51782	chr11	2863170	2863390	+	0.000	0.000	4059
BG332048	chr7	98910944	98911175	+	0.000	0.000	23708
BG51799	chr11	2928544	2928762	+	0.000	0.000	4060
BG332078	chr7	99027895	99028101	+	0.000	0.000	23709
BG332092	chr7	99106281	99106492	+	0.000	0.000	23710
BG332099	chr7	99120028	99120227	+	0.000	0.000	23711
BG233422	chr3	72078915	72079114	+	0.000	0.000	17689
BG233430	chr3	72104479	72104706	+	0.000	0.000	17690
BG233452	chr3	72158070	72158291	+	0.000	0.000	17691
BG233460	chr3	72182780	72182995	+	0.000	0.000	17692
BG233463	chr3	72188837	72189047	+	0.000	0.000	17693
BG233468	chr3	72196762	72196991	+	0.000	0.000	17694
BG233475	chr3	72235145	72235687	+	0.000	0.000	17695
BG233478	chr3	72242291	72243229	+	0.000	0.000	17696
BG233489	chr3	72265674	72265873	+	0.000	0.000	17697
BG233492	chr3	72273729	72273959	+	0.000	0.000	17698
BG233499	chr3	72323592	72323814	+	0.000	0.000	17699
BG51800	chr11	2928782	2929344	+	0.000	0.000	4061
BG51801	chr11	2930788	2930988	+	0.000	0.000	4062
BG51805	chr11	2955765	2955964	+	0.000	0.000	4063
BG51810	chr11	2975324	2975523	+	0.000	0.000	4064
BG51816	chr11	3005404	3005614	+	0.000	0.000	4065
BG51821	chr11	3013744	3014002	+	0.000	0.000	4066
BG51824	chr11	3014644	3014843	+	0.000	0.000	4067
BG51827	chr11	3020019	3020218	+	0.000	0.000	4068
BG51852	chr11	3147042	3147287	+	0.000	0.000	4069
BG332113	chr7	99152975	99153296	+	0.000	0.000	23712
BG332123	chr7	99308281	99308530	+	0.000	0.000	23713
BG332128	chr7	99314393	99315201	+	0.000	0.000	23714
BG51876	chr11	3391594	3391793	+	0.000	0.000	4070
BG332143	chr7	99419657	99419856	+	0.000	0.000	23715
BG332145	chr7	99434352	99434669	+	0.000	0.000	23716
BG51892	chr11	3700619	3700818	+	0.000	0.000	4071
BG332163	chr7	99537637	99538234	+	0.000	0.000	23717
BG332167	chr7	99562898	99563314	+	0.000	0.000	23718
BG332174	chr7	99623533	99623966	+	0.000	0.000	23719
BG332190	chr7	99913444	99913686	+	0.000	0.000	23720
BG233506	chr3	72342002	72342231	+	0.000	0.000	17700
BG233526	chr3	72397686	72397888	+	0.000	0.000	17701
BG233533	chr3	72437326	72437595	+	0.000	0.000	17702
BG233541	chr3	72462652	72462851	+	0.000	0.000	17703
BG233574	chr3	72745147	72745908	+	0.000	0.000	17704
BG233580	chr3	72817053	72817271	+	0.000	0.000	17705
BG233584	chr3	72821544	72821798	+	0.000	0.000	17706
BG233588	chr3	72831081	72831317	+	0.000	0.000	17707
BG51900	chr11	3747279	3747580	+	0.000	0.000	4072
BG51903	chr11	3781050	3781249	+	0.000	0.000	4073
BG51904	chr11	3781253	3781744	+	0.000	0.000	4074
BG51908	chr11	3804194	3804668	+	0.000	0.000	4075
BG51915	chr11	3824793	3825042	+	0.000	0.000	4076
BG51919	chr11	3835839	3836056	+	0.000	0.000	4077
BG51921	chr11	3839565	3839766	+	0.000	0.000	4078
BG332205	chr7	100024384	100024583	+	0.000	0.000	23721
BG332209	chr7	100053008	100053571	+	0.000	0.000	23722
BG51951	chr11	4048445	4048664	+	0.000	0.000	4079
BG51957	chr11	4062205	4062404	+	0.000	0.000	4080
BG332225	chr7	100120722	100120921	+	0.000	0.000	23723
BG51971	chr11	4190998	4191217	+	0.000	0.000	4081
BG51980	chr11	4466086	4466772	+	0.000	0.000	4082
BG51988	chr11	4509779	4510165	+	0.000	0.000	4083
BG332251	chr7	100218291	100218673	+	0.000	0.000	23724
BG332253	chr7	100241400	100242273	+	0.000	0.000	23725
BG332287	chr7	100430700	100430899	+	0.000	0.000	23726
BG332290	chr7	100463295	100463494	+	0.000	0.000	23727
BG332297	chr7	100479713	100479912	+	0.000	0.000	23728
BG233601	chr3	72945546	72945818	+	0.000	0.000	17708
BG233617	chr3	73026183	73027161	+	0.000	0.000	17709
BG233625	chr3	73041556	73041786	+	0.000	0.000	17710
BG233654	chr3	73255615	73256013	+	0.000	0.000	17711
BG332319	chr7	100560091	100560325	+	0.000	0.000	23729
BG332334	chr7	100642644	100642871	+	0.000	0.000	23730
BG332338	chr7	100672962	100673203	+	0.000	0.000	23731
BG332367	chr7	100881165	100881413	+	0.000	0.000	23732
BG332387	chr7	101104323	101104551	+	0.000	0.000	23733
BG332394	chr7	101122452	101122651	+	0.000	0.000	23734
BG332395	chr7	101126362	101126600	+	0.000	0.000	23735
BG233713	chr3	73592538	73592791	+	0.000	0.000	17712
BG233714	chr3	73592796	73593028	+	0.000	0.000	17713
BG233716	chr3	73601116	73601315	+	0.000	0.000	17714
BG233740	chr3	73790119	73790365	+	0.000	0.000	17715
BG233786	chr3	74268826	74269046	+	0.000	0.000	17716
BG332400	chr7	101136973	101137429	+	0.000	0.000	23736
BG332442	chr7	101278419	101278950	+	0.000	0.000	23737
BG332458	chr7	101411054	101411276	+	0.000	0.000	23738
BG332460	chr7	101411619	101411818	+	0.000	0.000	23739
BG332482	chr7	101717451	101717650	+	0.000	0.000	23740
BG332486	chr7	101733663	101733891	+	0.000	0.000	23741
BG332499	chr7	101828616	101828855	+	0.000	0.000	23742
BG233807	chr3	74497303	74497502	+	0.000	0.000	17717
BG69011	chr11	125272728	125273011	+	0.000	0.000	5261
BG69019	chr11	125292956	125293180	+	0.000	0.000	5262
BG233816	chr3	74566187	74566407	+	0.000	0.000	17718
BG233845	chr3	74857791	74858012	+	0.000	0.000	17719
BG69051	chr11	125373811	125374079	+	0.000	0.000	5263
BG233856	chr3	75172898	75173257	+	0.000	0.000	17720
BG233858	chr3	75272775	75272984	+	0.000	0.000	17721
BG233861	chr3	75329713	75329912	+	0.000	0.000	17722
BG233865	chr3	75421800	75422109	+	0.000	0.000	17723
BG233876	chr3	75503450	75503688	+	0.000	0.000	17724
BG233877	chr3	75552208	75552420	+	0.000	0.000	17725
BG233891	chr3	75818374	75818799	+	0.000	0.000	17726
BG332533	chr7	101959658	101959904	+	0.000	0.000	23743
BG332545	chr7	102005169	102005368	+	0.000	0.000	23744
BG332549	chr7	102021957	102022643	+	0.000	0.000	23745
BG332558	chr7	102102515	102102714	+	0.000	0.000	23746
BG332574	chr7	102189624	102189824	+	0.000	0.000	23747
BG332594	chr7	102261905	102262130	+	0.000	0.000	23748
BG69103	chr11	125583586	125583834	+	0.000	0.000	5264
BG69110	chr11	125773613	125774054	+	0.000	0.000	5265
BG69112	chr11	125835708	125836069	+	0.000	0.000	5266
BG233919	chr3	76251278	76251494	+	0.000	0.000	17727
BG233937	chr3	76365039	76365291	+	0.000	0.000	17728
BG233949	chr3	76400240	76400499	+	0.000	0.000	17729
BG233954	chr3	76439742	76439941	+	0.000	0.000	17730
BG233959	chr3	76455166	76455365	+	0.000	0.000	17731
BG233962	chr3	76500826	76501258	+	0.000	0.000	17732
BG233964	chr3	76512505	76512704	+	0.000	0.000	17733
BG233965	chr3	76530280	76530496	+	0.000	0.000	17734
BG233966	chr3	76530549	76530784	+	0.000	0.000	17735
BG69176	chr11	126173000	126173199	+	0.000	0.000	5267
BG233994	chr3	76740801	76741000	+	0.000	0.000	17736
BG233995	chr3	76753706	76753905	+	0.000	0.000	17737
BG332600	chr7	102306806	102307005	+	0.000	0.000	23749
BG332610	chr7	102401831	102402049	+	0.000	0.000	23750
BG332621	chr7	102424996	102425195	+	0.000	0.000	23751
BG332644	chr7	102512596	102512903	+	0.000	0.000	23752
BG332645	chr7	102512910	102513434	+	0.000	0.000	23753
BG332647	chr7	102514977	102515176	+	0.000	0.000	23754
BG332648	chr7	102572165	102573108	+	0.000	0.000	23755
BG332649	chr7	102611770	102611988	+	0.000	0.000	23756
BG332650	chr7	102612017	102612236	+	0.000	0.000	23757
BG332651	chr7	102616594	102616829	+	0.000	0.000	23758
BG332672	chr7	102875934	102876152	+	0.000	0.000	23759
BG69225	chr11	126380913	126381305	+	0.000	0.000	5268
BG69233	chr11	126406545	126406820	+	0.000	0.000	5269
BG69238	chr11	126420137	126420336	+	0.000	0.000	5270
BG69239	chr11	126420394	126420596	+	0.000	0.000	5271
BG69266	chr11	126525818	126526046	+	0.000	0.000	5272
BG69298	chr11	126616001	126616200	+	0.000	0.000	5273
BG332706	chr7	103126778	103127038	+	0.000	0.000	23760
BG332743	chr7	103325535	103326158	+	0.000	0.000	23761
BG332776	chr7	103710385	103710584	+	0.000	0.000	23762
BG69304	chr11	126646502	126646701	+	0.000	0.000	5274
BG69310	chr11	126661092	126661374	+	0.000	0.000	5275
BG69313	chr11	126664241	126664445	+	0.000	0.000	5276
BG69320	chr11	126682651	126682850	+	0.000	0.000	5277
BG69361	chr11	126788600	126788824	+	0.000	0.000	5278
BG69372	chr11	126837540	126837931	+	0.000	0.000	5279
BG69386	chr11	126863033	126863232	+	0.000	0.000	5280
BG69388	chr11	126867926	126868125	+	0.000	0.000	5281
BG332827	chr7	104241056	104241912	+	0.000	0.000	23763
BG332842	chr7	104342055	104342254	+	0.000	0.000	23764
BG332891	chr7	104553012	104553410	+	0.000	0.000	23765
BG69410	chr11	126913401	126913606	+	0.000	0.000	5282
BG69424	chr11	126978197	126978981	+	0.000	0.000	5283
BG69428	chr11	126984254	126984453	+	0.000	0.000	5284
BG69429	chr11	126984475	126984674	+	0.000	0.000	5285
BG69474	chr11	127227318	127227818	+	0.000	0.000	5286
BG69490	chr11	127339419	127340813	+	0.000	0.000	5287
BG332900	chr7	104655629	104655849	+	0.000	0.000	23766
BG332903	chr7	104767975	104768174	+	0.000	0.000	23767
BG332911	chr7	104777202	104777791	+	0.000	0.000	23768
BG332915	chr7	104794366	104794599	+	0.000	0.000	23769
BG332925	chr7	104819751	104819950	+	0.000	0.000	23770
BG332929	chr7	104842330	104842529	+	0.000	0.000	23771
BG332933	chr7	104862795	104863057	+	0.000	0.000	23772
BG332972	chr7	105048949	105049148	+	0.000	0.000	23773
BG332980	chr7	105099205	105099427	+	0.000	0.000	23774
BG332984	chr7	105118748	105118947	+	0.000	0.000	23775
BG69519	chr11	127682659	127683380	+	0.000	0.000	5288
BG69528	chr11	127787763	127788231	+	0.000	0.000	5289
BG69529	chr11	127789761	127790934	+	0.000	0.000	5290
BG69540	chr11	127889627	127890040	+	0.000	0.000	5291
BG69541	chr11	127890084	127890551	+	0.000	0.000	5292
BG69542	chr11	127890715	127891349	+	0.000	0.000	5293
BG69544	chr11	127895284	127895483	+	0.000	0.000	5294
BG69547	chr11	128021740	128022095	+	0.000	0.000	5295
BG69573	chr11	128346886	128347108	+	0.000	0.000	5296
